Funnel,Distinct ID,Time to First Copy
Time to First Copy,48494699-0b98-4963-9df0-e64af6b3930d,0
Time to First Copy,AAD56621-F723-46AC-8CAD-9F43DC68C02F,0
Time to First Copy,b3e2ef0f-a531-4a8b-9135-f1c1d29e9a54,0
Time to First Copy,D9199F5B-1F33-46F4-AD55-94072009855F,0
Time to First Copy,8BA8F4ED-4106-4367-B807-6694DC75535E,0
Time to First Copy,C86B0BAF-70B1-4BDF-B5AA-4DC64E9B31A4,0
Time to First Copy,8c93f63e-de61-45b3-bbf3-ef5f6415c468,0
Time to First Copy,854333AA-44C6-4C93-806C-4A0DEE602F11,0
Time to First Copy,DBAB86BC-F7B7-4667-ADF1-780C517B6199,0
Time to First Copy,905561F7-9665-4BCB-A79B-13720ABF3D73,0
Time to First Copy,540971270955524096,0
Time to First Copy,54e951d8-ecc9-4803-9a2a-b4521296d528,0
Time to First Copy,3C4D490C-4A3E-4385-A431-1E7A1594DCCE,0
Time to First Copy,B79AE155-2EC4-41B3-A583-A139B91F3C39,0
Time to First Copy,9BCFCAFC-9231-4A32-86F5-582F67B0364F,0
Time to First Copy,04A1D4A6-FB1A-4F65-98B4-6ED8B1BBCA9C,0
Time to First Copy,E89682B8-E8A9-4E2E-910F-D82B996573CC,0
Time to First Copy,c5159476-021d-4764-93a7-ba0c94edb473,0
Time to First Copy,55004cc4-4fc9-404f-8398-85c432f94754,0
Time to First Copy,0A8EFDC2-6EB7-40D3-8B84-187ED897874D,0
Time to First Copy,9C69067F-6548-4B41-98E9-3DDC19DCDA49,0
Time to First Copy,539107890661306368,0
Time to First Copy,e0c617c6-ceed-44e1-8527-b79fd8e23f13,0
Time to First Copy,4BD21E90-6E5E-44BB-9BA6-8AEB3D4450EE,0
Time to First Copy,E4FBD255-585E-4273-834E-B2D4377333AA,0
Time to First Copy,DF4F103A-B050-4189-AACE-4C36A7AE0427,0
Time to First Copy,540890845641584640,0
Time to First Copy,D874F9D5-F3B0-44F2-B11E-2C3EBC319CF0,0
Time to First Copy,F400702F-4969-453D-A684-EBEF571EA15E,0
Time to First Copy,3FE3B04B-D462-4263-A15D-05B4EE3D8F49,0
Time to First Copy,35BB22D3-39AE-4A41-8ED0-00AE29748A78,0
Time to First Copy,540890414710403072,0
Time to First Copy,953D116E-82E9-4A71-AD4D-547BAD76562C,0
Time to First Copy,AFE02D0E-4DFA-4BDC-9390-3DDA7784D788,0
Time to First Copy,2361D4B8-D8AC-441F-9893-6D34820C4B94,0
Time to First Copy,D12BD729-EB5D-45D0-B8CF-BA26CC9149EC,0
Time to First Copy,5BDA0CE9-887C-4F79-A8A0-1985DEFAD5CC,0
Time to First Copy,B0C55C14-5014-48E4-9F86-47A7D91F57AE,0
Time to First Copy,47D3344C-77DB-4BF8-9BC7-F4BD6A85A85A,0
Time to First Copy,9e4c1901-4c96-4336-bb63-5450ce8b8b9f,0
Time to First Copy,540909508180762624,0
Time to First Copy,E8039512-93AC-407F-834F-FAB7846178E2,0
Time to First Copy,540949629580009472,0
Time to First Copy,86956B17-C22E-4DFB-A293-C0ECD6A8DC79,0
Time to First Copy,2775B12E-1BB6-494C-AEB2-B7053929AA76,0
Time to First Copy,8248db67-918f-417f-afcf-13eb0c3bffe2,0
Time to First Copy,EEB3F002-3F6E-496A-B93F-78256BA4D5A3,0
Time to First Copy,F1EBA742-520C-4702-82B1-9B8742A6EF21,0
Time to First Copy,5B127188-7657-422A-8B9B-07476E7D2FC2,0
Time to First Copy,BEA98132-F501-46AA-8B5A-F45920DC8575,0
Time to First Copy,AA62AABC-110C-47F6-B780-4E8E42125233,0
Time to First Copy,FA3304CA-FCDD-440A-BE1C-31B0CB434127,0
Time to First Copy,540904761251737600,0
Time to First Copy,540913511060922368,0
Time to First Copy,540541272390033408,0
Time to First Copy,540910917265580032,0
Time to First Copy,F67CC6A8-EC35-4531-829D-36E3707FBA1B,0
Time to First Copy,540983146015809536,0
Time to First Copy,88C899C3-D57E-4D6F-96F3-C59D5903BCC0,0
Time to First Copy,d2845b1a-e1ab-47d2-815b-bad7970f25fd,0
Time to First Copy,C2EAECAF-F871-4DB6-954D-4FD38A21896C,0
Time to First Copy,A1D93071-C85D-44F9-BC5D-8B7397F8DF40,0
Time to First Copy,540885528812118016,0
Time to First Copy,31D37A87-84E3-4A9B-A427-5E5473B48196,0
Time to First Copy,63596ded-3fdc-44e6-b3b0-82eb83513e58,0
Time to First Copy,26112AB0-E53D-4B80-A8A7-DD74628B3E2F,0
Time to First Copy,e07bbe91-87b3-488d-946f-8fbc4fb18394,0
Time to First Copy,da5b15c2-cadb-41d3-bcc4-b6a017372307,0
Time to First Copy,FEC779A8-8EAD-4FBB-A98E-B227C94F7AAD,0
Time to First Copy,41E3A8B8-83D9-4083-9589-19AFB832CD67,0
Time to First Copy,3DDFE8DA-C70E-4602-BE7D-981EBE5E224A,0
Time to First Copy,0ff53917-052e-4464-9023-5bbe7d2d4256,0
